Date,Currency,Rate
2024-05-15,MXN,18.271
2024-05-15,MYR,5.0986
2024-05-15,NOK,11.649
2024-05-15,NZD,1.786
2024-05-15,PHP,62.284
2024-05-15,PLN,4.269
2024-05-15,RON,4.9758
2024-05-15,SEK,11.6751
2024-05-15,SGD,1.4609
2024-05-15,THB,39.58
2024-05-15,TRY,34.976
2024-05-15,USD,1.0832
2024-05-15,ZAR,19.9073
2024-05-16,AUD,1.629
2024-05-16,BGN,1.9558
2024-05-16,BRL,5.5696
2024-05-16,CAD,1.481
2024-05-16,CHF,0.9822
2024-05-16,CNY,7.843
2024-05-16,CZK,24.709
2024-05-16,DKK,7.4612
2024-05-16,GBP,0.8585
2024-05-16,HKD,8.4798
2024-05-16,HUF,386.18
2024-05-16,IDR,17297
2024-05-16,ILS,4.0057
2024-05-16,INR,90.73
2024-05-16,ISK,150.3
2024-05-16,JPY,168.33
2024-05-16,KRW,1463.04
2024-05-16,MXN,18.1784
2024-05-16,MYR,5.0885
2024-05-16,NOK,11.642
2024-05-16,NZD,1.7794
2024-05-16,PHP,62.49
2024-05-16,PLN,4.2648
2024-05-16,RON,4.9755
2024-05-16,SEK,11.6172
2024-05-16,SGD,1.4617
2024-05-16,THB,39.291
2024-05-16,TRY,34.99
2024-05-16,USD,1.0866
2024-05-16,ZAR,19.7911
2024-05-17,AUD,1.6281
2024-05-17,BGN,1.9558
2024-05-17,BRL,5.5645
2024-05-17,CAD,1.4784
2024-05-17,CHF,0.9855
2024-05-17,CNY,7.837
2024-05-17,CZK,24.722
2024-05-17,DKK,7.4615
2024-05-17,GBP,0.85685
2024-05-17,HKD,8.46
2024-05-17,HUF,387.6
2024-05-17,IDR,17316
2024-05-17,ILS,4.0318
2024-05-17,INR,90.39
2024-05-17,ISK,150.3
2024-05-17,JPY,168.96
2024-05-17,KRW,1471.55
2024-05-17,MXN,18.0889
2024-05-17,MYR,5.0831
2024-05-17,NOK,11.633
2024-05-17,NZD,1.7751
2024-05-17,PHP,62.559
2024-05-17,PLN,4.265
2024-05-17,RON,4.9752
2024-05-17,SEK,11.655
2024-05-17,SGD,1.4609
2024-05-17,THB,39.358
2024-05-17,TRY,34.985
2024-05-17,USD,1.0844
2024-05-17,ZAR,19.8068
2024-05-20,AUD,1.6259
2024-05-20,BGN,1.9558
2024-05-20,BRL,5.559
2024-05-20,CAD,1.4798
2024-05-20,CHF,0.988
2024-05-20,CNY,7.856
2024-05-20,CZK,24.748
2024-05-20,DKK,7.4611
2024-05-20,GBP,0.85548
2024-05-20,HKD,8.4712
2024-05-20,HUF,385.65
2024-05-20,IDR,17352
2024-05-20,ILS,4.0267
2024-05-20,INR,90.47
2024-05-20,ISK,150.3
2024-05-20,JPY,169.25
2024-05-20,KRW,1477.31
2024-05-20,MXN,18.0315
2024-05-20,MYR,5.0884
2024-05-20,NOK,11.6115
2024-05-20,NZD,1.7773
2024-05-20,PHP,62.853
2024-05-20,PLN,4.2533
2024-05-20,RON,4.975
2024-05-20,SEK,11.6127
2024-05-20,SGD,1.4628
2024-05-20,THB,39.214
2024-05-20,TRY,34.972
2024-05-20,USD,1.0861
2024-05-20,ZAR,19.8052
2024-05-21,AUD,1.6278
2024-05-21,BGN,1.9558
2024-05-21,BRL,5.5371
2024-05-21,CAD,1.4797
2024-05-21,CHF,0.9884
2024-05-21,CNY,7.861
2024-05-21,CZK,24.682
2024-05-21,DKK,7.4617
2024-05-21,GBP,0.8544
2024-05-21,HKD,8.4778
2024-05-21,HUF,385.43
2024-05-21,IDR,17384
2024-05-21,ILS,3.9892
2024-05-21,INR,90.51
2024-05-21,ISK,150.1
2024-05-21,JPY,169.86
2024-05-21,KRW,1480.56
2024-05-21,MXN,17.98
2024-05-21,MYR,5.0979
2024-05-21,NOK,11.583
2024-05-21,NZD,1.781
2024-05-21,PHP,63.294
2024-05-21,PLN,4.2553
2024-05-21,RON,4.9743
2024-05-21,SEK,11.581
2024-05-21,SGD,1.4632
2024-05-21,THB,39.425
2024-05-21,TRY,34.975
2024-05-21,USD,1.0864
2024-05-21,ZAR,19.6955
2024-05-22,AUD,1.6288
2024-05-22,BGN,1.9558
2024-05-22,BRL,5.5647
2024-05-22,CAD,1.481
2024-05-22,CHF,0.9905
2024-05-22,CNY,7.8414
2024-05-22,CZK,24.748
2024-05-22,DKK,7.4617
2024-05-22,GBP,0.85165
2024-05-22,HKD,8.4538
2024-05-22,HUF,388.05
2024-05-22,IDR,17371
2024-05-22,ILS,3.9853
2024-05-22,INR,90.21
2024-05-22,ISK,150.1
2024-05-22,JPY,169.54
2024-05-22,KRW,1480.95
2024-05-22,MXN,18.0397
2024-05-22,MYR,5.082
2024-05-22,NOK,11.585
2024-05-22,NZD,1.7724
2024-05-22,PHP,62.825
2024-05-22,PLN,4.2686
2024-05-22,RON,4.9751
2024-05-22,SEK,11.6325
2024-05-22,SGD,1.4616
2024-05-22,THB,39.448
2024-05-22,TRY,34.855
2024-05-22,USD,1.083
2024-05-22,ZAR,19.7464
2024-05-23,AUD,1.6333
2024-05-23,BGN,1.9558
2024-05-23,BRL,5.5745
2024-05-23,CAD,1.4832
2024-05-23,CHF,0.9907
2024-05-23,CNY,7.8578
2024-05-23,CZK,24.738
2024-05-23,DKK,7.4624
2024-05-23,GBP,0.85175
2024-05-23,HKD,8.4749
2024-05-23,HUF,387.08
2024-05-23,IDR,17399
2024-05-23,ILS,3.9863
2024-05-23,INR,90.34
2024-05-23,ISK,150.1
2024-05-23,JPY,169.9
2024-05-23,KRW,1476.66
2024-05-23,MXN,18.0534
2024-05-23,MYR,5.1063
2024-05-23,NOK,11.5165
2024-05-23,NZD,1.7703
2024-05-23,PHP,63.138
2024-05-23,PLN,4.263
2024-05-23,RON,4.9754
2024-05-23,SEK,11.5925
2024-05-23,SGD,1.4637
2024-05-23,THB,39.612
2024-05-23,TRY,34.972
2024-05-23,USD,1.0854
2024-05-23,ZAR,19.9118
2024-05-24,AUD,1.6394
2024-05-24,BGN,1.9558
2024-05-24,BRL,5.5722
2024-05-24,CAD,1.4865
2024-05-24,CHF,0.9924
2024-05-24,CNY,7.8522
2024-05-24,CZK,24.736
2024-05-24,DKK,7.4612
2024-05-24,GBP,0.85241
2024-05-24,HKD,8.468
2024-05-24,HUF,385.18
2024-05-24,IDR,17378
2024-05-24,ILS,3.9801
2024-05-24,INR,90.1
2024-05-24,ISK,149.9
2024-05-24,JPY,170.28
2024-05-24,KRW,1480.44
2024-05-24,MXN,18.0844
2024-05-24,MYR,5.1073
2024-05-24,NOK,11.4953
2024-05-24,NZD,1.7747
2024-05-24,PHP,63.078
2024-05-24,PLN,4.2553
2024-05-24,RON,4.9743
2024-05-24,SEK,11.599
2024-05-24,SGD,1.4639
2024-05-24,THB,39.756
2024-05-24,TRY,34.954
2024-05-24,USD,1.084
2024-05-24,ZAR,19.9506
2024-05-27,AUD,1.632
2024-05-27,BGN,1.9558
2024-05-27,BRL,5.6038
2024-05-27,CAD,1.4813
2024-05-27,CHF,0.9922
2024-05-27,CNY,7.8545
2024-05-27,CZK,24.733
2024-05-27,DKK,7.4619
2024-05-27,GBP,0.8507
2024-05-27,HKD,8.4663
2024-05-27,HUF,384.7
2024-05-27,IDR,17422
2024-05-27,ILS,3.9851
2024-05-27,INR,90.14
2024-05-27,ISK,149.7
2024-05-27,JPY,170.07
2024-05-27,KRW,1478.03
2024-05-27,MXN,18.0901
2024-05-27,MYR,5.093
2024-05-27,NOK,11.415
2024-05-27,NZD,1.7665
2024-05-27,PHP,63.09
2024-05-27,PLN,4.2553
2024-05-27,RON,4.9763
2024-05-27,SEK,11.54
2024-05-27,SGD,1.4633
2024-05-27,THB,39.702
2024-05-27,TRY,34.9
2024-05-27,USD,1.0843
2024-05-27,ZAR,19.9632
2024-05-28,AUD,1.6314
2024-05-28,BGN,1.9558
2024-05-28,BRL,5.6141
2024-05-28,CAD,1.482
2024-05-28,CHF,0.9908
2024-05-28,CNY,7.8842
2024-05-28,CZK,24.655
2024-05-28,DKK,7.4616
2024-05-28,GBP,0.8508
2024-05-28,HKD,8.4994
2024-05-28,HUF,382.78
2024-05-28,IDR,17496
2024-05-28,ILS,3.9948
2024-05-28,INR,90.52
2024-05-28,ISK,149.3
2024-05-28,JPY,170.54
2024-05-28,KRW,1477.78
2024-05-28,MXN,18.1116
2024-05-28,MYR,5.1077
2024-05-28,NOK,11.407
2024-05-28,NZD,1.7648
2024-05-28,PHP,63.083
2024-05-28,PLN,4.2483
2024-05-28,RON,4.9759
2024-05-28,SEK,11.466
2024-05-28,SGD,1.4659
2024-05-28,THB,39.823
2024-05-28,TRY,35.022
2024-05-28,USD,1.0882
2024-05-28,ZAR,19.9443
2024-05-29,AUD,1.637
2024-05-29,BGN,1.9558
2024-05-29,BRL,5.6149
2024-05-29,CAD,1.4838
2024-05-29,CHF,0.9907
2024-05-29,CNY,7.8706
2024-05-29,CZK,24.731
2024-05-29,DKK,7.4607
2024-05-29,GBP,0.8513
2024-05-29,HKD,8.4811
2024-05-29,HUF,387.08
2024-05-29,IDR,17580
2024-05-29,ILS,4.0153
2024-05-29,INR,90.53
2024-05-29,ISK,149.1
2024-05-29,JPY,170.74
2024-05-29,KRW,1484.62
2024-05-29,MXN,18.2588
2024-05-29,MYR,5.1066
2024-05-29,NOK,11.417
2024-05-29,NZD,1.7716
2024-05-29,PHP,63.481
2024-05-29,PLN,4.264
2024-05-29,RON,4.9768
2024-05-29,SEK,11.5215
2024-05-29,SGD,1.4652
2024-05-29,THB,39.948
2024-05-29,TRY,34.989
2024-05-29,USD,1.0857
2024-05-29,ZAR,19.9
2024-05-30,AUD,1.6341
2024-05-30,BGN,1.9558
2024-05-30,BRL,5.6279
2024-05-30,CAD,1.4828
2024-05-30,CHF,0.9808
2024-05-30,CNY,7.8261
2024-05-30,CZK,24.77
2024-05-30,DKK,7.4595
2024-05-30,GBP,0.85105
2024-05-30,HKD,8.4556
2024-05-30,HUF,389.45
2024-05-30,IDR,17564
2024-05-30,ILS,4.0247
2024-05-30,INR,90.07
2024-05-30,ISK,148.9
2024-05-30,JPY,169.5
2024-05-30,KRW,1488.66
2024-05-30,MXN,18.4071
2024-05-30,MYR,5.0874
2024-05-30,NOK,11.4065
2024-05-30,NZD,1.7706
2024-05-30,PHP,63.354
2024-05-30,PLN,4.2848
2024-05-30,RON,4.9764
2024-05-30,SEK,11.4995
2024-05-30,SGD,1.4612
2024-05-30,THB,39.745
2024-05-30,TRY,34.904
2024-05-30,USD,1.0815
2024-05-30,ZAR,20.15
2024-05-31,AUD,1.6315
2024-05-31,BGN,1.9558
2024-05-31,BRL,5.6418
2024-05-31,CAD,1.4804
2024-05-31,CHF,0.9818
2024-05-31,CNY,7.8577
2024-05-31,CZK,24.709
2024-05-31,DKK,7.4588
2024-05-31,GBP,0.85365
2024-05-31,HKD,8.4838
2024-05-31,HUF,388.83
2024-05-31,IDR,17642
2024-05-31,ILS,4.0342
2024-05-31,INR,90.53
2024-05-31,ISK,149.1
2024-05-31,JPY,170.52
2024-05-31,KRW,1501.11
2024-05-31,MXN,18.4387
2024-05-31,MYR,5.108
2024-05-31,NOK,11.383
2024-05-31,NZD,1.7696
2024-05-31,PHP,63.604
2024-05-31,PLN,4.2645
2024-05-31,RON,4.9767
2024-05-31,SEK,11.421
2024-05-31,SGD,1.4663
2024-05-31,THB,39.925
2024-05-31,TRY,34.969
2024-05-31,USD,1.0852
2024-05-31,ZAR,20.293
2024-06-03,AUD,1.629
2024-06-03,BGN,1.9558
2024-06-03,BRL,5.6957
2024-06-03,CAD,1.4784
2024-06-03,CHF,0.9772
2024-06-03,CNY,7.8562
2024-06-03,CZK,24.724
2024-06-03,DKK,7.459
2024-06-03,GBP,0.85175
2024-06-03,HKD,8.4797
2024-06-03,HUF,391.4
2024-06-03,IDR,17595
2024-06-03,ILS,3.9692
2024-06-03,INR,90.12
2024-06-03,ISK,149.5
2024-06-03,JPY,170.09
2024-06-03,KRW,1493.24
2024-06-03,MXN,19.0161
2024-06-03,MYR,5.1033
2024-06-03,NOK,11.3885
2024-06-03,NZD,1.7614
2024-06-03,PHP,63.653
2024-06-03,PLN,4.2815
2024-06-03,RON,4.9762
2024-06-03,SEK,11.4035
2024-06-03,SGD,1.4638
2024-06-03,THB,39.937
2024-06-03,TRY,34.91
2024-06-03,USD,1.0842
2024-06-03,ZAR,20.253
2024-06-04,AUD,1.6364
2024-06-04,BGN,1.9558
2024-06-04,BRL,5.7284
2024-06-04,CAD,1.486
2024-06-04,CHF,0.9703
2024-06-04,CNY,7.863
2024-06-04,CZK,24.755
2024-06-04,DKK,7.459
2024-06-04,GBP,0.85143
2024-06-04,HKD,8.4901
2024-06-04,HUF,392.28
2024-06-04,IDR,17680
2024-06-04,ILS,4.005
2024-06-04,INR,90.69
2024-06-04,ISK,149.9
2024-06-04,JPY,168.29
2024-06-04,KRW,1495.71
2024-06-04,MXN,19.5326
2024-06-04,MYR,5.1087
2024-06-04,NOK,11.489
2024-06-04,NZD,1.7624
2024-06-04,PHP,63.854
2024-06-04,PLN,4.3005
2024-06-04,RON,4.975
2024-06-04,SEK,11.3755
2024-06-04,SGD,1.464
2024-06-04,THB,39.733
2024-06-04,TRY,35.222
2024-06-04,USD,1.0865
2024-06-04,ZAR,20.299
2024-06-05,AUD,1.6353
2024-06-05,BGN,1.9558
2024-06-05,BRL,5.7259
2024-06-05,CAD,1.4867
2024-06-05,CHF,0.9704
2024-06-05,CNY,7.8795
2024-06-05,CZK,24.654
2024-06-05,DKK,7.4592
2024-06-05,GBP,0.85048
2024-06-05,HKD,8.4904
2024-06-05,HUF,391.73
2024-06-05,IDR,17763
2024-06-05,ILS,4.0302
2024-06-05,INR,90.71
2024-06-05,ISK,149.5
2024-06-05,JPY,169.72
2024-06-05,KRW,1491.34
2024-06-05,MXN,19.1919
2024-06-05,MYR,5.1077
2024-06-05,NOK,11.475
2024-06-05,NZD,1.7577
2024-06-05,PHP,63.938
2024-06-05,PLN,4.3045
2024-06-05,RON,4.9755
2024-06-05,SEK,11.3275
2024-06-05,SGD,1.4657
2024-06-05,THB,39.906
2024-06-05,TRY,35.232
2024-06-05,USD,1.0872
2024-06-05,ZAR,20.587
2024-06-06,AUD,1.6368
2024-06-06,BGN,1.9558
2024-06-06,BRL,5.7623
2024-06-06,CAD,1.4879
2024-06-06,CHF,0.9687
2024-06-06,CNY,7.8715
2024-06-06,CZK,24.632
2024-06-06,DKK,7.4592
2024-06-06,GBP,0.85088
2024-06-06,HKD,8.4853
2024-06-06,HUF,390.68
2024-06-06,IDR,17671
2024-06-06,ILS,4.0503
2024-06-06,INR,90.71
2024-06-06,ISK,149.7
2024-06-06,JPY,169.74
2024-06-06,KRW,1486.44
2024-06-06,MXN,19.1254
2024-06-06,MYR,5.1
2024-06-06,NOK,11.5
2024-06-06,NZD,1.7584
2024-06-06,PHP,63.734
2024-06-06,PLN,4.3015
2024-06-06,RON,4.9758
2024-06-06,SEK,11.293
2024-06-06,SGD,1.4648
2024-06-06,THB,39.679
2024-06-06,TRY,35.026
2024-06-06,USD,1.0865
2024-06-06,ZAR,20.628
2024-06-07,AUD,1.6345
2024-06-07,BGN,1.9558
2024-06-07,BRL,5.7158
2024-06-07,CAD,1.4902
2024-06-07,CHF,0.9696
2024-06-07,CNY,7.8916
2024-06-07,CZK,24.577
2024-06-07,DKK,7.4613
2024-06-07,GBP,0.8512
2024-06-07,HKD,8.5095
2024-06-07,HUF,388.92
2024-06-07,IDR,17646
2024-06-07,ILS,4.0723
2024-06-07,INR,90.89
2024-06-07,ISK,149.9
2024-06-07,JPY,169.52
2024-06-07,KRW,1489.97
2024-06-07,MXN,19.4943
2024-06-07,MYR,5.1123
2024-06-07,NOK,11.4865
2024-06-07,NZD,1.7596
2024-06-07,PHP,63.786
2024-06-07,PLN,4.288
2024-06-07,RON,4.9763
2024-06-07,SEK,11.3075
2024-06-07,SGD,1.4653
2024-06-07,THB,39.756
2024-06-07,TRY,35.165
2024-06-07,USD,1.0898
2024-06-07,ZAR,20.482
2024-06-10,AUD,1.6304
2024-06-10,BGN,1.9558
2024-06-10,BRL,5.72
2024-06-10,CAD,1.4801
2024-06-10,CHF,0.9637
2024-06-10,CNY,7.7957
2024-06-10,CZK,24.636
2024-06-10,DKK,7.4592
2024-06-10,GBP,0.84565
2024-06-10,HKD,8.4043
2024-06-10,HUF,394.15
2024-06-10,IDR,17530
2024-06-10,ILS,4.0242
2024-06-10,INR,89.8
2024-06-10,ISK,149.7
2024-06-10,JPY,168.74
2024-06-10,KRW,1479.33
2024-06-10,MXN,19.7531
2024-06-10,MYR,5.0779
2024-06-10,NOK,11.512
2024-06-10,NZD,1.7595
2024-06-10,PHP,63.243
2024-06-10,PLN,4.324
2024-06-10,RON,4.9769
2024-06-10,SEK,11.333
2024-06-10,SGD,1.4548
2024-06-10,THB,39.544
2024-06-10,TRY,34.87
2024-06-10,USD,1.0756
2024-06-10,ZAR,20.123
2024-06-11,AUD,1.626
2024-06-11,BGN,1.9558
2024-06-11,BRL,5.7464
2024-06-11,CAD,1.4781
2024-06-11,CHF,0.9622
2024-06-11,CNY,7.7839
2024-06-11,CZK,24.706
2024-06-11,DKK,7.4584
2024-06-11,GBP,0.84198
2024-06-11,HKD,8.3802
2024-06-11,HUF,394.63
2024-06-11,IDR,17488
2024-06-11,ILS,3.9923
2024-06-11,INR,89.67
2024-06-11,ISK,149.5
2024-06-11,JPY,168.46
2024-06-11,KRW,1479.23
2024-06-11,MXN,19.7008
2024-06-11,MYR,5.064
2024-06-11,NOK,11.491
2024-06-11,NZD,1.7513
2024-06-11,PHP,63.071
2024-06-11,PLN,4.3413
2024-06-11,RON,4.9768
2024-06-11,SEK,11.2467
2024-06-11,SGD,1.4517
2024-06-11,THB,39.433
2024-06-11,TRY,34.74
2024-06-11,USD,1.073
2024-06-11,ZAR,19.9574
2024-06-12,AUD,1.628
2024-06-12,BGN,1.9558
2024-06-12,BRL,5.7912
2024-06-12,CAD,1.4795
2024-06-12,CHF,0.9641
2024-06-12,CNY,7.8086
2024-06-12,CZK,24.686
2024-06-12,DKK,7.4588
2024-06-12,GBP,0.84365
2024-06-12,HKD,8.4082
2024-06-12,HUF,395.28
2024-06-12,IDR,17553
2024-06-12,ILS,3.9902
2024-06-12,INR,89.95
2024-06-12,ISK,149.5
2024-06-12,JPY,169.35
2024-06-12,KRW,1481.35
2024-06-12,MXN,20.274
2024-06-12,MYR,5.0784
2024-06-12,NOK,11.4675
2024-06-12,NZD,1.7528
2024-06-12,PHP,63.094
2024-06-12,PLN,4.3385
2024-06-12,RON,4.9768
2024-06-12,SEK,11.2345
2024-06-12,SGD,1.4553
2024-06-12,THB,39.475
2024-06-12,TRY,34.856
2024-06-12,USD,1.0765
2024-06-12,ZAR,20.049
2024-06-13,AUD,1.6232
2024-06-13,BGN,1.9558
2024-06-13,BRL,5.8261
2024-06-13,CAD,1.4823
2024-06-13,CHF,0.9668
2024-06-13,CNY,7.8211
2024-06-13,CZK,24.699
2024-06-13,DKK,7.4593
2024-06-13,GBP,0.84468
2024-06-13,HKD,8.4224
2024-06-13,HUF,396.48
2024-06-13,IDR,17528
2024-06-13,ILS,4.0108
2024-06-13,INR,90.11
2024-06-13,ISK,149.3
2024-06-13,JPY,169.58
2024-06-13,KRW,1482.31
2024-06-13,MXN,20.165
2024-06-13,MYR,5.0766
2024-06-13,NOK,11.4315
2024-06-13,NZD,1.7477
2024-06-13,PHP,63.173
2024-06-13,PLN,4.3473
2024-06-13,RON,4.9773
2024-06-13,SEK,11.221
2024-06-13,SGD,1.4557
2024-06-13,THB,39.593
2024-06-13,TRY,34.831
2024-06-13,USD,1.0784
2024-06-13,ZAR,19.8385
2024-06-14,AUD,1.6156
2024-06-14,BGN,1.9558
2024-06-14,BRL,5.7321
2024-06-14,CAD,1.4704
2024-06-14,CHF,0.9534
2024-06-14,CNY,7.7529
2024-06-14,CZK,24.736
2024-06-14,DKK,7.4605
2024-06-14,GBP,0.84205
2024-06-14,HKD,8.347
2024-06-14,HUF,398.0
2024-06-14,IDR,17617
2024-06-14,ILS,3.9848
2024-06-14,INR,89.27
2024-06-14,ISK,149.1
2024-06-14,JPY,167.8
2024-06-14,KRW,1480.8
2024-06-14,MXN,19.8471
2024-06-14,MYR,5.0433
2024-06-14,NOK,11.4025
2024-06-14,NZD,1.7418
2024-06-14,PHP,62.677
2024-06-14,PLN,4.3733
2024-06-14,RON,4.9773
2024-06-14,SEK,11.2731
2024-06-14,SGD,1.4464
2024-06-14,THB,39.228
2024-06-14,TRY,34.883
2024-06-14,USD,1.0686
2024-06-14,ZAR,19.6019
2024-06-17,AUD,1.6246
2024-06-17,BGN,1.9558
2024-06-17,BRL,5.7841
2024-06-17,CAD,1.4726
2024-06-17,CHF,0.9561
2024-06-17,CNY,7.7728
2024-06-17,CZK,24.699
2024-06-17,DKK,7.4603
2024-06-17,GBP,0.84573
2024-06-17,HKD,8.3667
2024-06-17,HUF,396.25
2024-06-17,IDR,17630
2024-06-17,ILS,3.9919
2024-06-17,INR,89.49
2024-06-17,ISK,149.5
2024-06-17,JPY,169.11
2024-06-17,KRW,1480.65
2024-06-17,MXN,19.8594
2024-06-17,MYR,5.0555
2024-06-17,NOK,11.486
2024-06-17,NZD,1.7526
2024-06-17,PHP,62.879
2024-06-17,PLN,4.36
2024-06-17,RON,4.9769
2024-06-17,SEK,11.2933
2024-06-17,SGD,1.4497
2024-06-17,THB,39.415
2024-06-17,TRY,35.195
2024-06-17,USD,1.0712
2024-06-17,ZAR,19.5862
2024-06-18,AUD,1.6207
2024-06-18,BGN,1.9558
2024-06-18,BRL,5.8275
2024-06-18,CAD,1.4731
2024-06-18,CHF,0.9512
2024-06-18,CNY,7.7748
2024-06-18,CZK,24.767
2024-06-18,DKK,7.4601
2024-06-18,GBP,0.8454
2024-06-18,HKD,8.3664
2024-06-18,HUF,395.13
2024-06-18,IDR,17594
2024-06-18,ILS,3.9867
2024-06-18,INR,89.39
2024-06-18,ISK,149.3
2024-06-18,JPY,169.41
2024-06-18,KRW,1484.07
2024-06-18,MXN,19.7167
2024-06-18,MYR,5.0511
2024-06-18,NOK,11.448
2024-06-18,NZD,1.7562
2024-06-18,PHP,62.913
2024-06-18,PLN,4.3503
2024-06-18,RON,4.9763
2024-06-18,SEK,11.255
2024-06-18,SGD,1.451
2024-06-18,THB,39.447
2024-06-18,TRY,34.977
2024-06-18,USD,1.0715
2024-06-18,ZAR,19.4298
2024-06-19,AUD,1.6125
2024-06-19,BGN,1.9558
2024-06-19,BRL,5.8479
2024-06-19,CAD,1.4737
2024-06-19,CHF,0.9506
2024-06-19,CNY,7.8005
2024-06-19,CZK,24.91
2024-06-19,DKK,7.4592
2024-06-19,GBP,0.84455
2024-06-19,HKD,8.3905
2024-06-19,HUF,396.34
2024-06-19,IDR,17610
2024-06-19,ILS,3.9958
2024-06-19,INR,89.68
2024-06-19,ISK,149.3
2024-06-19,JPY,169.78
2024-06-19,KRW,1484.25
2024-06-19,MXN,19.8583
2024-06-19,MYR,5.059
2024-06-19,NOK,11.354
2024-06-19,NZD,1.7528
2024-06-19,PHP,63.156
2024-06-19,PLN,4.33
2024-06-19,RON,4.9768
2024-06-19,SEK,11.214
2024-06-19,SGD,1.4519
2024-06-19,THB,39.417
2024-06-19,TRY,34.975
2024-06-19,USD,1.0749
2024-06-19,ZAR,19.3752
2024-06-20,AUD,1.6076
2024-06-20,BGN,1.9558
2024-06-20,BRL,5.7921
2024-06-20,CAD,1.4696
2024-06-20,CHF,0.9546
2024-06-20,CNY,7.7825
2024-06-20,CZK,24.898
2024-06-20,DKK,7.4581
2024-06-20,GBP,0.84513
2024-06-20,HKD,8.3654
2024-06-20,HUF,397.39
2024-06-20,IDR,17678
2024-06-20,ILS,3.9948
2024-06-20,INR,89.62
2024-06-20,ISK,149.3
2024-06-20,JPY,169.82
2024-06-20,KRW,1488.01
2024-06-20,MXN,19.7453
2024-06-20,MYR,5.0492
2024-06-20,NOK,11.2915
2024-06-20,NZD,1.7492
2024-06-20,PHP,63.124
2024-06-20,PLN,4.321
2024-06-20,RON,4.9771
2024-06-20,SEK,11.198
2024-06-20,SGD,1.4504
2024-06-20,THB,39.403
2024-06-20,TRY,35.172
2024-06-20,USD,1.0719
2024-06-20,ZAR,19.4066
2024-06-21,AUD,1.6031
2024-06-21,BGN,1.9558
2024-06-21,BRL,5.8107
2024-06-21,CAD,1.4632
2024-06-21,CHF,0.9537
2024-06-21,CNY,7.7602
2024-06-21,CZK,24.949
2024-06-21,DKK,7.458
2024-06-21,GBP,0.84531
2024-06-21,HKD,8.3401
2024-06-21,HUF,396.93
2024-06-21,IDR,17598
2024-06-21,ILS,4.0097
2024-06-21,INR,89.32
2024-06-21,ISK,149.1
2024-06-21,JPY,169.82
2024-06-21,KRW,1484.58
2024-06-21,MXN,19.5271
2024-06-21,MYR,5.0373
2024-06-21,NOK,11.2685
2024-06-21,NZD,1.7427
2024-06-21,PHP,62.92
2024-06-21,PLN,4.322
2024-06-21,RON,4.9773
2024-06-21,SEK,11.2445
2024-06-21,SGD,1.4468
2024-06-21,THB,39.15
2024-06-21,TRY,35.113
2024-06-21,USD,1.0688
2024-06-21,ZAR,19.1241
2024-06-24,AUD,1.6157
2024-06-24,BGN,1.9558
2024-06-24,BRL,5.8278
2024-06-24,CAD,1.4682
2024-06-24,CHF,0.9586
2024-06-24,CNY,7.7891
2024-06-24,CZK,24.893
2024-06-24,DKK,7.4593
2024-06-24,GBP,0.8473
2024-06-24,HKD,8.3772
2024-06-24,HUF,394.36
2024-06-24,IDR,17596
2024-06-24,ILS,4.0003
2024-06-24,INR,89.58
2024-06-24,ISK,149.1
2024-06-24,JPY,171.17
2024-06-24,KRW,1489.57
2024-06-24,MXN,19.3887
2024-06-24,MYR,5.0554
2024-06-24,NOK,11.349
2024-06-24,NZD,1.7543
2024-06-24,PHP,63.066
2024-06-24,PLN,4.3003
2024-06-24,RON,4.9774
2024-06-24,SEK,11.2555
2024-06-24,SGD,1.452
2024-06-24,THB,39.347
2024-06-24,TRY,35.295
2024-06-24,USD,1.073
2024-06-24,ZAR,19.5122
2024-06-25,AUD,1.6109
2024-06-25,BGN,1.9558
2024-06-25,BRL,5.8015
2024-06-25,CAD,1.465
2024-06-25,CHF,0.9575
2024-06-25,CNY,7.7811
2024-06-25,CZK,24.819
2024-06-25,DKK,7.4594
2024-06-25,GBP,0.84465
2024-06-25,HKD,8.3652
2024-06-25,HUF,396.0
2024-06-25,IDR,17560
2024-06-25,ILS,3.9968
2024-06-25,INR,89.39
2024-06-25,ISK,149.1
2024-06-25,JPY,170.84
2024-06-25,KRW,1491.03
2024-06-25,MXN,19.3338
2024-06-25,MYR,5.0404
2024-06-25,NOK,11.3265
2024-06-25,NZD,1.7498
2024-06-25,PHP,62.966
2024-06-25,PLN,4.2995
2024-06-25,RON,4.977
2024-06-25,SEK,11.2255
2024-06-25,SGD,1.4499
2024-06-25,THB,39.272
2024-06-25,TRY,35.316
2024-06-25,USD,1.0714
2024-06-25,ZAR,19.4537
2024-06-26,AUD,1.6053
2024-06-26,BGN,1.9558
2024-06-26,BRL,5.8524
2024-06-26,CAD,1.4628
2024-06-26,CHF,0.9585
2024-06-26,CNY,7.7673
2024-06-26,CZK,24.877
2024-06-26,DKK,7.4591
2024-06-26,GBP,0.84453
2024-06-26,HKD,8.3459
2024-06-26,HUF,396.53
2024-06-26,IDR,17564
2024-06-26,ILS,4.0054
2024-06-26,INR,89.32
2024-06-26,ISK,149.1
2024-06-26,JPY,171.42
2024-06-26,KRW,1488.06
2024-06-26,MXN,19.4941
2024-06-26,MYR,5.042
2024-06-26,NOK,11.3945
2024-06-26,NZD,1.7537
